"Unified_GARCH_Ito_pred","Realized_Ito_pred"
0.000122329329112215,0.00040654233083799
0.000102935546814084,0.000267118838311913
0.000167948775307166,0.000374027683808038
0.000131917463791911,0.000287057943403396
0.000199793334465464,0.000439916294196887
0.000366785948204695,0.000323950820250129
0.000246331756555218,0.000253700099010959
0.000205328659791042,0.000280708239924721
0.000204468575405269,0.000607445983179758
0.000188037127230218,0.000440584049349503
0.000367976603242941,0.000341764343172928
0.000645595537822354,0.000547925168526943
0.00233803372694042,0.00664709492442592
0.00294369191267794,0.00254809088080947
0.00135239669328212,0.00236431779569691
0.00307243218951457,0.0012067460776936
0.00710633093320474,0.0035643034172611
0.0046115372597549,0.00279483539876757
0.00198683218338576,0.00511094928624025
0.00288146742757119,0.00332208105276668
0.00169457396887137,0.00256926320394737
0.000803729791988368,0.00160939701730508
0.000628207067217651,0.00215801533684984
0.000511371750292545,0.00175363053339396
0.000326977919207294,0.0010775257415928
0.000804746864527835,0.000711551798934638
0.000736477914595553,0.000691613529183264
0.000416535668065484,0.000516045034821639
0.000588342302648138,0.000412584796978829
0.00034050188606883,0.000586820326758175
0.000240854744976026,0.000438433568426603
0.000173209254633469,0.000470961246361213
0.000190327667236922,0.000286879343857841
0.000239387999322358,0.00021208768125806
0.000205363626467251,0.000229338190591739
0.000213843568075756,0.000250685212984061
0.000227646881175396,0.000404875113080518
0.000195135356953778,0.000259806069588736
0.000180037366540703,0.000408750569616363
0.000343494557470295,0.000356702107419995
0.000275665029214911,0.000276318152008441
0.000245879294675674,0.000277453899768272
0.000327913747128049,0.000202101788399004
0.000238554216514987,0.000181717931435058
0.000213623881064477,0.000169086048968311
0.000222980765786075,0.00053891843144853
0.000219535672100289,0.000404275316467004
0.000189364536760213,0.000260730809071636
0.000177531958723208,0.000222275435909851
0.000216390891226139,0.00016825615956376
0.000210615872626116,0.000185070579909176
0.000445886761415252,0.00030311550399662
0.000305245552421653,0.0002881214148455
0.000244970597220552,0.000261379686569583
0.000221410609985856,0.000201586073990529
0.000210885149782253,0.000353105354057646
0.000204762825019195,0.00024176410032681
0.000188436233446915,0.000193112112732131
0.000321521565131539,0.000160906995404045
0.00027475464239066,0.000160210729699581
0.00030117955627429,0.000138356970987309
0.000239789165170147,0.000133532385509812
0.000215523112327984,0.000227943028691509
0.000191857650553037,0.000207498469731859
0.000285767618247913,0.000179025842803653
0.000278539549211144,0.000145540475177942
0.000501159307199078,0.000255130107882489
0.000439622786051527,0.000455552700805383
0.000428764354061266,0.000266893281894856
0.000428377469968168,0.000362195255470755
0.000338469252241758,0.000332426599137489
0.000257906551763459,0.00023744710710218
0.000292580382195628,0.000235140112119071
0.000256627959698392,0.000747717208525816
0.000949340472206552,0.000559129269950862
0.000749810845174884,0.00100135873763278
0.000478319283111629,0.000696595358985663
0.000337593927017234,0.000484778957035948
0.000263820596314819,0.000398409488501982
0.000208861593413561,0.000320393380181101
0.000203535056958914,0.000391624523862865
0.000228488495178436,0.000287731573449668
0.000261073361437601,0.000409540390481248
0.000214047909408546,0.000327880208466073
0.000186348212109411,0.000331349529767938
